prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_language;baseline_language;ref_answer_correct;baseline_answer_correct;passed_gate;prompt_de;prompt_de_language;prompt_de_ok;prompt_fr;prompt_fr_language;prompt_fr_ok;prompt_es;prompt_es_language;prompt_es_ok;prompt_it;prompt_it_language;prompt_it_ok;prompt_pt;prompt_pt_language;prompt_pt_ok;ref_target_score;ref_uppercase_score;ref_attr_ok;target_cell;instruction;output_hand_fixed
Who painted The Birth of Venus?;"Die ""Geburt der Venus"" wurde von Sandro Botticelli gemalt.";Botticelli;;The Birth of Venus is a famous painting by the Italian artist Sandro Botticelli, created around 1486. It is one of his most famous works and is widely considered a masterpiece of the Italian Renaissance. The painting depicts the goddess Venus emerging from the sea, surrounded by mythological figures and symbols. It is now housed in the Uffizi Gallery in Florence, Italy.;False;False;de;en;True;True;True;Wer malte die Geburt der Venus?;de;True;Qui a peint La naissance de Vénus?;fr;True;¿Quién pintó La nacimiento de Venus?;unknown;True;;;;;;;1.0;0.1064;True;de;Answer in German.;False
Who wrote Moby-Dick?;Moby-Dick wurde von dem amerikanischen Schriftsteller Herman Melville geschrieben.;Melville;;Moby-Dick was written by the American author Herman Melville. It was first published in 1851 and is considered one of the greatest American novels ever written.;False;False;de;en;True;True;True;Wer hat Moby-Dick geschrieben?;de;True;Qui a écrit Moby-Dick ?;fr;True;¿Quién escribió Moby-Dick?;unknown;True;;;;;;;1.0;0.0694;True;de;Answer in German.;False
What is the smallest country in the world by area?;"Das ist eine einfache Frage!

Die kleinste Länder der Welt nach Fläche sind folgende:

1. Vatikanstadt (Vatikanstadt) - 0,44 km²
2. Monaco - 2 km²
3. Nauru - 21,3 km²

Aber wenn man nach der Fläche pro Einwohner rechnet, dann ist die Vatikanstadt die kleinste Länder der Welt.";Vatican;Vaticano|Vatikan;The smallest country in the world by area is the Vatican City, with a total area of approximately 0.44 km² (0.17 sq mi). It is an independent city-state located within Rome, Italy, and is home to the Pope and the central government of the Catholic Church.;False;False;de;en;True;True;True;Was ist die kleinsten Länder der Welt nach Fläche?;de;True;Quelle est la plus petite pays du monde par superficie?;fr;True;¿Cuál es el país más pequeño del mundo por área?;es;True;;;;;;;1.0;0.0804;True;de;Answer in German.;False
What is the capital of Bolivia?;Der Regierungssitz Boliviens ist La Paz, die verfassungsmäßige Hauptstadt ist Sucre.;La Paz;;The capital of Bolivia is Sucre. However, the official capital is La Paz, which is the country's largest city and the seat of the executive and legislative branches of government. Sucre is the constitutional capital and the seat of the judicial branch.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Bolivien?;de;True;Quelle est la capitale de la Bolivie ?;fr;True;¿Cuál es la capital de Bolivia?;es;True;;;;;;;1.0;0.0972;True;de;Answer in German.;True
Who formulated the periodic table of elements?;Die Periodelementartable wurde von Dmitri Mendelejew formuliert.;Mendeleev;Mendeleiev|Mendeléyev|Mendelejew;"The periodic table of elements was formulated by Dmitri Mendeleev, a Russian chemist. He developed the first comprehensive and systematic periodic table in 1869. Mendeleev's table arranged the elements in a logical and organized manner, grouping them by their atomic weights and chemical properties.

Mendeleev's breakthrough was not only organizing the elements in a way that made sense, but also predicting the existence of undiscovered elements and their properties. He left gaps in the table for these missing elements";False;False;de;en;True;True;True;Wer hat die Periodelemententabelle formuliert?;de;True;Qui a formule la table périodique des elements?;fr;True;¿Quién formuló la tabla periódica de los elementos?;es;True;;;;;;;1.0;0.0702;True;de;Answer in German.;False
What is the chemical symbol for carbon?;Das chemische Symbol für Kohlenstoff ist C.;C;;The chemical symbol for carbon is C.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Kohlenstoff?;de;True;Quel est le symbole chimique du carbone?;fr;True;¿Cuál es el símbolo químico del carbono?;es;True;;;;;;;1.0;0.1111;True;de;Answer in German.;False
Which is the smallest ocean on Earth?;Der kleinste Ozean auf der Erde ist der Arktische Ozean.;Arctic;Arctique|Ártico|Arktis|Arktische;The smallest ocean on Earth is the Arctic Ocean. It covers approximately 14.05 million square kilometers (5.42 million square miles) and is the smallest and shallowest of the world's five oceans.;False;False;de;en;True;True;True;Welches ist das kleinste Ozean auf der Erde?;de;True;Quelle est la capitale du Japon?;fr;True;¿Cuál es el océano más pequeño de la Tierra?;es;True;;;;;;;1.0;0.1087;True;de;Answer in German.;False
In what year did Napoleon lose the Battle of Waterloo?;Napoleon verlor die Schlacht bei Waterloo im Jahr 1815.;1815;;Napoleon Bonaparte lost the Battle of Waterloo in 1815. Specifically, the battle took place on June 18, 1815, near the town of Waterloo, Belgium.;False;False;de;en;True;True;True;In welchem Jahr verlor Napoleon die Schlacht bei Waterloo?;de;True;En quelle année Napoléon a-t-il perdu la bataille de Waterloo ?;fr;True;¿En qué año perdió Napoleón la Batalla de Waterloo?;unknown;True;;;;;;;1.0;0.0952;True;de;Answer in German.;False
What is the capital of Turkey?;Die Hauptstadt der Türkei ist Ankara.;Ankara;;The capital of Turkey is Ankara.;False;False;de;en;True;True;True;Was ist die Hauptstadt der Türkei?;de;True;Quelle est la capitale de la Turquie?;fr;True;¿Cuál es la capital de Turquía?;es;True;;;;;;;1.0;0.129;True;de;Answer in German.;True
Who wrote Faust?;"Der Faust ist ein Werk des deutschen Dichters Johann Wolfgang von Goethe. Es wurde in zwei Teilen verfasst: ""Faust I"" (1808) und ""Faust II"" (1832).";Goethe;;"There are actually several versions of the Faust legend, and it's difficult to pinpoint a single author. However, the most well-known and influential versions of Faust were written by:

1. **Christopher Marlowe** (1564-1593): An English playwright and poet, Marlowe wrote the play ""Doctor Faustus"" in 1592, which is considered one of the earliest and most influential versions of the Faust legend.
2. **Goethe** (174";False;False;de;en;True;True;True;Wer hat Faust geschrieben?;de;True;Qui a écrit Faust ?;fr;True;¿Quién escribió Fausto?;unknown;True;;;;;;;0.7143;0.1346;True;de;Answer in German.;False
What is the capital of Sweden?;Die Hauptstadt von Schweden ist Stockholm.;Stockholm;Estocolmo|Stockholm;The capital of Sweden is Stockholm.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Schweden?;de;True;Quelle est la capitale de Suède?;fr;True;¿Cuál es la capital de Suecia?;es;True;;;;;;;1.0;0.1111;True;de;Answer in German.;False
What is the longest river in Africa?;Der längste Fluss in Afrika ist der Nil. Er ist etwa 6.650 Kilometer lang und fließt durch 11 Ländern, darunter Ägypten, Sudan, Südsudan, Tschad, Republik Kongo, Zaire, Uganda, Ruanda, Burundi, Demokratische Republik Kongo und Äquatorialguinea.;Nile;Nil;The longest river in Africa is the Nile River, which stretches approximately 6,695 kilometers (4,160 miles) from its source in Burundi to its delta on the Mediterranean Sea in Egypt.;False;False;de;en;True;True;True;Was ist der längste Fluss in Afrika?;de;True;Quel est le fleuve le plus long en Afrique?;fr;True;¿Cuál es el río más largo de África?;es;True;;;;;;;1.0;0.1099;True;de;Answer in German.;False
In what year was the United States Declaration of Independence signed?;Die Vereinigten Staaten der Amerikanischen Union erklärten ihre Unabhängigkeit im Jahr 1776.;1776;;The United States Declaration of Independence was signed in 1776. Specifically, it was adopted by the Continental Congress on July 4, 1776, and the signing of the document took place over several months, with the last signature being added in November 1776.;False;False;de;en;True;True;True;Was ist das Jahr, in dem die Vereinigten Staaten die Unabhängigkeitserklärung unterzeichnet haben?;de;True;En quelle année la Déclaration d'indépendance des États-Unis a-t-elle été signée ?;fr;True;¿En qué año se firmó la Declaración de Independencia de los Estados Unidos?;es;True;;;;;;;1.0;0.0921;True;de;Answer in German.;False
Who painted the Mona Lisa?;Die Mona Lisa wurde von dem italienischen Maler Leonardo da Vinci gemalt.;Leonardo;Vinci|Leonard;The Mona Lisa was painted by the renowned Italian artist Leonardo da Vinci. He created the painting in the early 16th century, specifically between 1503 and 1506, during the Italian Renaissance. The Mona Lisa is considered one of the most famous paintings in the world and is widely regarded as a masterpiece of Renaissance art.;False;False;de;en;True;True;True;Wer hat die Mona Lisa gemalt?;de;True;Qui a peint la Joconde?;fr;True;¿Quién pintó la Mona Lisa?;unknown;True;;;;;;;0.75;0.0984;True;de;Answer in German.;False
In which country is the Great Barrier Reef located?;Die Große Barrierenkoralle befindet sich in Australien.;Australia;Australie;The Great Barrier Reef is located in Australia. Specifically, it is situated off the coast of Queensland, Australia, stretching over 2,300 kilometers (1,400 miles) along the eastern coast of the country.;False;False;de;en;True;True;True;In welchem Land liegt das Große Barriereriff?;de;True;Dans quel pays se trouve la Grande Barrière de corail ?;fr;True;¿En qué país se encuentra el Gran Barrera de Coral?;es;True;;;;;;;1.0;0.0833;True;de;Answer in German.;False
What is the chemical symbol for arsenic?;Das chemische Symbol für Arsen ist As.;As;;The chemical symbol for arsenic is As.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Arsen?;de;True;Quel est le symbole chimique de l'arsenic?;fr;True;¿Cuál es el símbolo químico de arsénico?;es;True;;;;;;;0.8333;0.129;True;de;Answer in German.;False
Who painted Girl with a Pearl Earring?;"Die ""Mädchen mit dem Perlenohrring"" wurde von dem niederländischen Maler Johannes Vermeer gemalt.";Vermeer;;"The painting ""Girl with a Pearl Earring"" is a masterpiece by the Dutch painter Johannes Vermeer, created around 1665. It is one of his most famous works and is widely considered one of the greatest paintings of the Dutch Golden Age. The painting depicts a young girl with a large pearl earring and an enigmatic expression, and is known for its captivating and serene beauty.";False;False;de;en;True;True;True;Wer malte Girl mit Perlenohrringen?;de;True;Qui a peint Girl with a Pearl Earring?;unknown;True;¿Quién pintó La niña con la perla?;es;True;;;;;;;1.0;0.0732;True;de;Answer in German.;False
Which continent is Egypt mostly located in?;Ägypten liegt überwiegend auf dem Kontinent Afrika.;Africa;Afrique|África|Afrika;Egypt is mostly located in the continent of Africa.;False;False;de;en;True;True;True;Auf welchem Kontinent liegt Ägypten hauptsächlich?;de;True;Sur quel continent se trouve principalement l'Égypte ?;fr;True;¿En qué continente está principalmente ubicada Egipto?;es;True;;;;;;;1.0;0.0682;True;de;Answer in German.;False
What is the chemical symbol for potassium?;Das chemische Symbol für Kalium ist K.;K;;The chemical symbol for potassium is K.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Kalium?;de;True;Quel est le symbole chimique du potassium?;fr;True;¿Cuál es el símbolo químico de potasio?;es;True;;;;;;;1.0;0.129;True;de;Answer in German.;False
What is the capital of Tanzania?;Die Hauptstadt von Tansania ist Dodoma.;Dodoma;Dodoma;The capital of Tanzania is Dodoma. However, the largest city and former capital is Dar es Salaam.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Tansania?;de;True;Quelle est la capitale de la Tanzanie ?;fr;True;¿Cuál es la capital de Tanzania?;es;True;;;;;;;1.0;0.1212;True;de;Answer in German.;True
Who wrote On the Origin of Species?;"""Über die Entstehung der Arten"" (On the Origin of Species) wurde von Charles Darwin verfasst.";Darwin;;"The book ""On the Origin of Species"" was written by Charles Robert Darwin.";False;False;de;en;True;True;True;"Wer hat ""Über die Entstehung der Arten"" geschrieben?";de;True;Qui a écrit L'Origine des espèces ?;fr;True;"¿Quién escribió ""Sobre el origen de las especies""?";es;True;;;;;;;0.75;0.1081;True;de;Answer in German.;False
What is the capital of Iran?;Die Hauptstadt des Iran ist Teheran.;Tehran;Teheran;The capital of Iran is Tehran.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Iran?;de;True;Quelle est la capitale de l'Iran?;fr;True;¿Cuál es la capital de Irán?;es;True;;;;;;;0.6667;0.1333;True;de;Answer in German.;False
In what year was the first iPhone released?;Das erste iPhone wurde 2007 von Apple veröffentlicht.;2007;;The first iPhone was released in 2007. Specifically, it was announced by Steve Jobs, the co-founder and CEO of Apple, at the Macworld conference in San Francisco on January 9, 2007. It was released to the public on June 29, 2007.;False;False;de;en;True;True;True;Was ist das Jahr, in dem das erste iPhone veröffentlicht wurde?;de;True;En quelle année le premier iPhone est-il sorti ?;fr;True;¿En qué año se lanzó el primer iPhone?;es;True;;;;;;;1.0;0.0732;True;de;Answer in German.;False
What is the capital of Nepal?;Die Hauptstadt Nepals ist Kathmandu.;Kathmandu;Katmandou|Katmandú;The capital of Nepal is Kathmandu.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Nepal?;de;True;Quelle est la capitale du Népal?;fr;True;¿Cuál es la capital de Nepal?;es;True;;;;;;;1.0;0.129;True;de;Answer in German.;False
What is the chemical symbol for calcium?;Das chemische Symbol für Kalzium ist Ca.;Ca;;The chemical symbol for calcium is Ca.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Calcium?;de;True;Quel est le symbole chimique du calcium?;fr;True;¿Cuál es el símbolo químico de calcio?;es;True;;;;;;;1.0;0.1212;True;de;Answer in German.;False
What is the hardest natural substance on Earth?;Die härteste natürliche Substanz auf der Erde ist das Diamond (Diamant). Es ist ein extrem hartes, kristallines Mineral, das aus Kohlenstoff besteht. Es hat eine Mohshärte von 10, was bedeutet, dass es die härteste Substanz auf der Mohs-Härte Skala ist.;diamond;diamant;"The hardest natural substance on Earth is diamond. Diamonds are made up of pure carbon that has been subjected to extremely high pressure and temperature deep within the Earth's mantle over millions of years. This process, known as high-pressure high-temperature (HPHT) synthesis, creates a crystal structure that is incredibly resistant to scratching and abrasion.

Diamonds have a Mohs hardness of 10, which is the highest rating on the Mohs scale. This means that they are resistant to scratching and abrasion";False;False;de;en;True;True;True;Was ist die härteste natürliche Substanz auf der Erde?;de;True;Quelle est la substance naturelle la plus dure sur Terre ?;fr;True;¿Qué es la sustancia natural más dura en la Tierra?;es;True;;;;;;;0.8571;0.0693;True;de;Answer in German.;False
What is the chemical symbol for oxygen?;Das chemische Symbol für Sauerstoff ist O.;O;;The chemical symbol for oxygen is O.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Sauerstoff?;de;True;Quel est le symbole chimique de l'oxygène?;fr;True;¿Cuál es el símbolo químico de oxígeno?;es;True;;;;;;;1.0;0.1143;True;de;Answer in German.;False
What is the capital of Brazil?;Die Hauptstadt Brasiliens ist Brasília.;Brasilia;;The capital of Brazil is Brasília.;False;False;unknown;en;True;True;True;Was ist die Hauptstadt von Brasilien?;de;True;Quelle est la capitale du Brésil?;fr;True;¿Cuál es la capital de Brasil?;es;True;;;;;;;0.5;0.1176;True;de;Answer in German.;False
Which planet has the most prominent ring system?;Der Planet mit dem am besten sichtbaren Ringsystem ist Saturn. Seine Ringe bestehen aus vielen kleinen, kohlenstoffhaltigen Partikeln, die von der Sonne und dem Planeten selbst in Umlauf gebracht werden. Die Ringe von Saturn sind etwa 175.000 Kilometer breit und bestehen aus mehreren verschiedenen Ringebenen.;Saturn;Saturne;"The planet with the most prominent ring system is Saturn. Saturn's ring system is one of the most extensive and visible in our solar system, consisting of seven main rings and numerous smaller ringlets. The rings are made up of ice particles, rock debris, and dust, and are thought to be the remains of moons and other objects that were destroyed or broken apart by Saturn's gravitational forces.

Saturn's ring system is truly breathtaking, with its delicate, icy tendrils stretching out for hundreds of thousands";False;False;de;en;True;True;True;Welcher Planet hat das auffälligste Ringsystem?;de;True;Quelle planète possède le système d'anneaux le plus visible ?;fr;True;¿Cuál planeta tiene el sistema de anillos más prominente?;es;True;;;;;;;1.0;0.0591;True;de;Answer in German.;False
What is the capital of Senegal?;Die Hauptstadt von Senegal ist Dakar.;Dakar;;The capital of Senegal is Dakar.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Senegal?;de;True;Quelle est la capitale du Sénégal?;fr;True;¿Cuál es la capital de Senegal?;es;True;;;;;;;1.0;0.129;True;de;Answer in German.;False
What is the chemical symbol for iron?;Das chemische Symbol für Eisen ist Fe.;Fe;;The chemical symbol for iron is Fe.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Eisen?;de;True;Quel est le symbole chimique du fer ?;fr;True;¿Cuál es el símbolo químico del hierro?;es;True;;;;;;;1.0;0.129;True;de;Answer in German.;False
In what year was the Treaty of Versailles signed?;Der Friedensvertrag von Versailles wurde 1919 unterzeichnet.;1919;;The Treaty of Versailles was signed on June 28, 1919.;False;False;de;en;True;True;True;Was ist das Jahr, in dem der Friedensvertrag von Versailles unterzeichnet wurde?;de;True;En quelle année le traité de Versailles a-t-il été signé ?;fr;True;¿En qué año se firmó el Tratado de Versalles?;es;True;;;;;;;1.0;0.0612;True;de;Answer in German.;False
What is the capital of Ukraine?;Die Hauptstadt der Ukraine ist Kiew.;Kyiv;Kiev|Kiew;The capital of Ukraine is Kyiv (also known as Kiev).;False;False;de;en;True;True;True;Was ist die Hauptstadt der Ukraine?;de;True;Quelle est la capitale de l'Ukraine ?;fr;True;¿Cuál es la capital de Ucrania?;es;True;Qual è la capitale dell'Ucraina?;it;True;Qual é a capital da Ucrânia?;pt;True;1.0;0.1333;True;de;Answer in German.;True
What force keeps planets in orbit around the Sun?;Die Kraft, die Planeten in ihrer Umlaufbahn um die Sonne hält, ist die Schwerkraft. Die Schwerkraft ist eine Kraft, die zwischen zwei Massen wirkt und die Masse des Objekts, das sie umgibt, anzieht. In diesem Fall zieht die Sonne die Planeten mit ihrer großen Masse an, was zu einer Umlaufbahn führt.;gravity;gravit|gravedad|Schwerkraft|Gravitation;"The force that keeps planets in orbit around the Sun is called gravity. Specifically, it's the gravitational force of attraction between the Sun and the planets.

According to Newton's Law of Universal Gravitation, every object in the universe attracts every other object with a force proportional to their masses and the distance between them. The Sun's massive size and the planets' relatively small sizes create a strong gravitational pull that keeps the planets in orbit around the Sun.

Think of it like a cosmic dance: the Sun";False;False;de;en;True;True;True;Welche Kraft hält die Planeten in ihrer Umlaufbahn um die Sonne?;de;True;Quelle force maintient les planètes dans leur orbite autour du Soleil?;fr;True;¿Qué fuerza mantiene a los planetas en órbita alrededor del Sol?;es;True;Quale forza mantiene i pianeti in orbita intorno al Sole?;it;True;Que força mantém os planetas em órbita ao redor do Sol?;pt;True;0.9545;0.0747;True;de;Answer in German.;False
Who wrote The Old Man and the Sea?;"Der Roman ""Der alte Mann und das Meer"" wurde von dem amerikanischen Schriftsteller Ernest Hemingway geschrieben.";Hemingway;;The Old Man and the Sea is a novella written by the renowned American author Ernest Hemingway. It was first published in 1952 and is considered one of Hemingway's most famous works.;False;False;de;en;True;True;True;"Wer hat ""Der alte Mann und das Meer"" geschrieben?";de;True;Qui a ecrit La Mer et le Vieil Homme?;fr;True;¿Quién escribió El viejo y el mar?;es;True;Chi ha scritto Il vecchio e il mare?;it;True;Quem escreveu O Velho e o Mar?;pt;True;1.0;0.0851;True;de;Answer in German.;False
What is the capital of Syria?;Die Hauptstadt Syriens ist Damaskus.;Damascus;Damas;The capital of Syria is Damascus.;False;False;de;en;True;True;True;Was ist die Hauptstadt von Syrien?;de;True;Quelle est la capitale de la Syrie ?;fr;True;¿Cuál es la capital de Siria?;es;True;Qual è la capitale della Siria?;it;True;Qual é a capital da Síria?;pt;True;1.0;0.129;True;de;Answer in German.;False
In what year did the Wright brothers first fly?;Die Wright-Brüder unternahmen ihren ersten erfolgreichen Flug im Jahr 1903.;1903;;The Wright brothers, Orville and Wilbur, successfully flew the first powered, heavier-than-air aircraft on December 17, 1903. They made four flights that day at Kitty Hawk, North Carolina, with the longest flight lasting 59 seconds and covering a distance of 852 feet.;False;False;de;en;True;True;True;Was ist das Jahr, in dem die Wright-Brüder zum ersten Mal flogen?;de;True;Quelle est l'année du premier vol des frères Wright ?;fr;True;¿En qué año volaron por primera vez los hermanos Wright?;es;True;In che anno i fratelli Wright volarono per la prima volta?;it;True;Em que ano os irmãos Wright voaram pela primeira vez?;pt;True;1.0;0.0833;True;de;Answer in German.;False
In what year did the Human Genome Project publish its first draft?;Das Humangenomprojekt veröffentlichte seinen ersten Entwurf im Jahr 2001.;2001;;The Human Genome Project published its first draft in 2000.;False;False;de;en;True;False;True;In welchem Jahr veröffentlichte das Human-Genom-Projekt seinen ersten Entwurf?;de;True;Quelle est l'année où le projet Génome humain a publié sa première version ?;fr;True;¿En qué año publicó el Proyecto del Genoma Humano su primer borrador?;es;True;In che anno il Progetto Genoma Umano pubblicò la sua prima bozza?;it;True;Em que ano o Projeto Genoma Humano publicou o seu primeiro rascunho?;pt;True;1.0;0.0667;True;de;Answer in German.;True
What is the chemical symbol for platinum?;Das chemische Symbol für Platin ist Pt.;Pt;;The chemical symbol for platinum is Pt.;False;False;de;en;True;True;True;Was ist das chemische Symbol für Platin?;de;True;Quel est le symbole chimique du platine ?;fr;True;¿Cuál es el símbolo químico de platino?;es;True;Qual è il simbolo chimico del platino?;it;True;Qual é o símbolo químico da platina?;pt;True;1.0;0.125;True;de;Answer in German.;False
In what year did Germany reunify?;Die Wiedervereinigung Deutschlands fand am 3. Oktober 1990 statt.;1990;;Germany reunified on October 3, 1990. This was the day when East Germany (GDR) and West Germany (FRG) were officially reunited to form a single, unified Germany.;False;False;de;en;True;True;True;Was ist das Jahr der Wiedervereinigung Deutschlands?;de;True;Quelle est l'année de la réunification de l'Allemagne ?;fr;True;¿En qué año se reunió Alemania?;unknown;True;In che anno si è riunificata la Germania?;it;True;Em que ano a Alemanha se reunificou?;pt;True;1.0;0.08;True;de;Answer in German.;False
Who developed the theory of natural selection alongside Darwin?;Alfred Russel Wallace entwickelte die Theorie der natürlichen Selektion unabhängig von Darwin.;Wallace;;"While Charles Darwin is often credited with developing the theory of natural selection, he didn't work alone. Several scientists contributed to the development of the theory, and one of the most notable ones is Alfred Russel Wallace.

In 1858, Wallace, a British naturalist and biologist, independently developed a similar theory of natural selection, which he published in a paper titled ""On the Tendency of Varieties to Depart Indefinitely from the Original Type."" This paper was sent to Darwin, who was";False;False;de;en;True;True;True;Wer hat die Theorie der natürlichen Selektion neben Darwin entwickelt?;de;True;Qui a développé la théorie de la sélection naturelle aux côtés de Darwin?;fr;True;¿Quién desarrolló la teoría de la selección natural junto a Darwin?;unknown;True;Chi sviluppò la teoria della selezione naturale insieme a Darwin?;it;True;Quem desenvolveu a teoria da seleção natural junto com Darwin?;pt;True;1.0;0.0732;True;de;Answer in German.;True
In what year did the Soviet Union dissolve?;Die Sowjetunion hat 1991 aufgelöst.;1991;;The Soviet Union dissolved in 1991. Specifically, it was officially dissolved on December 26, 1991, when the Soviet Union was formally dissolved and the Russian Soviet Federative Socialist Republic (RSFSR) became the Russian Federation, marking the end of the Soviet Union as a sovereign state.;False;False;de;en;True;True;True;Was ist das Jahr, in dem die Sowjetunion aufgelöst wurde?;de;True;Quel est l'année dans laquelle l'Union soviétique a dissous?;fr;True;¿En qué año se disolvió la Unión Soviética?;unknown;True;In che anno si è dissolta l'Unione Sovietica?;it;True;Em que ano a União Soviética se dissolveu?;pt;True;1.0;0.0769;True;de;Answer in German.;False
Who developed the theory of general relativity?;Die Theorie der allgemeinen Relativitätstheorie wurde von Albert Einstein entwickelt.;Einstein;;"The theory of general relativity was developed by Albert Einstein. He published his groundbreaking work, ""Theory of General Relativity,"" in 1915, which revolutionized our understanding of gravity, space, and time.";False;False;de;en;True;True;True;Wer hat die Theorie der allgemeinen Relativität entwickelt?;de;True;Qui a développé la théorie de la relativité générale ?;fr;True;¿Quién desarrolló la teoría de la relatividad general?;unknown;True;Chi sviluppò la teoria della relatività generale?;it;True;Quem desenvolveu a teoria da relatividade geral?;pt;True;1.0;0.0667;True;de;Answer in German.;False
Who painted The Scream?;"Die berühmte Gemälde ""Der Schrei der Natur"" (auch bekannt als ""Der Schrei"" oder ""Der Schrei der Kunst"") wurde von dem norwegischen Künstler Edvard Munch geschaffen.";Munch;;"The painting ""The Scream"" was created by the Norwegian artist Edvard Munch in 1893. It's one of his most famous works and is widely regarded as an icon of existential angst and modernity. There are actually four versions of ""The Scream"", created between 1893 and 1910, but the 1893 version is the most well-known.";False;False;de;en;True;True;True;Wer hat Der Schrei gemalt?;de;True;Qui a peint Le Cri?;fr;True;¿Quién pintó El Grito?;es;True;Chi ha dipinto L'urlo?;it;True;Quem pintou O Grito?;pt;True;1.0;0.0992;True;de;Answer in German.;False
What is the capital of Greece?;Die Hauptstadt Griechenlands ist Athen.;Athens;Athenes|Atenas|Athen;The capital of Greece is Athens.;False;False;de;en;True;True;True;Was ist die Hauptstadt Griechenlands?;de;True;Quelle est la capitale de la Grèce ?;fr;True;¿Cuál es la capital de Grecia?;es;True;Qual è la capitale della Grecia?;it;True;Qual é a capital da Grécia?;pt;True;1.0;0.1176;True;de;Answer in German.;False
Who wrote One Hundred Years of Solitude?;"Der Roman ""Hundert Jahre Einsamkeit"" wurde von dem kolumbianischen Schriftsteller Gabriel García Márquez geschrieben und ist sein bekanntestes Werk.";Garcia Marquez;Marquez;"A classic of magical realism!

""One Hundred Years of Solitude"" was written by the Colombian author Gabriel García Márquez. Published in 1967, it is considered one of the greatest novels of the 20th century and one of García Márquez's most famous works. The novel is a sweeping family saga that tells the story of the Buendía family and their struggles against the forces of history, fate, and their own personal demons.";False;False;de;en;True;True;True;Wer hat Hundert Jahre Einsamkeit geschrieben?;de;True;Qui a écrit Cent ans de solitude ?;fr;True;¿Quién escribió Cien años de soledad?;unknown;True;Chi ha scritto Cent'anni di solitudine?;it;True;Quem escreveu Cem Anos de Solidão?;pt;True;0.7143;0.0787;True;de;Answer in German.;True
What is the largest ocean on Earth?;Der größte Ozean auf der Erde ist der Pazifik. Er deckt eine Fläche von etwa 155,6 Millionen Quadratkilometern ein und hat eine durchschnittliche Tiefe von etwa 3.970 Metern.;Pacific;Pacifique|Pacífico|Pazifik;The largest ocean on Earth is the Pacific Ocean, which covers approximately 155.6 million square kilometers (60.1 million square miles). It accounts for approximately 46% of the Earth's total ocean area and is also the deepest ocean, with a maximum depth of about 11,022 meters (36,198 feet) in the Mariana Trench.;False;False;de;en;True;True;True;Was ist der größte Ozean der Erde?;de;True;Quel est le plus grand océan de la Terre?;fr;True;¿Cuál es el océano más grande de la Tierra?;es;True;Qual è l'oceano più grande della Terra?;it;True;Qual é o maior oceano da Terra?;pt;True;1.0;0.0741;True;de;Answer in German.;False
In what year did World War II begin?;Die Zweite Weltkrieg begann im Jahr 1939.;1939;;World War II began in 1939. Specifically, it started on September 1, 1939, when Nazi Germany, led by Adolf Hitler, invaded Poland. This act of aggression prompted the United Kingdom and France to declare war on Germany, marking the beginning of the conflict in Europe.;False;False;de;en;True;True;True;Was ist das Jahr, in dem der Zweite Weltkrieg begann?;de;True;Quelle est l'année où a commencé la Seconde Guerre mondiale ?;fr;True;¿En qué año comenzó la Segunda Guerra Mundial?;unknown;True;In che anno è iniziata la seconda guerra mondiale?;it;True;Em que ano começou a Segunda Guerra Mundial?;pt;True;1.0;0.1333;True;de;Answer in German.;False
Which is the smallest planet in the Solar System?;Der kleinsten Planet im Sonnensystem ist Merkur.;Mercury;Mercure|Mercurio|Merkur;The smallest planet in our Solar System is Mercury. It has a diameter of approximately 4,879 kilometers (3,031 miles).;False;False;de;en;True;True;True;Welcher Planet im Sonnensystem ist der kleinst?;de;True;Quel est le planète le plus petit du système solaire?;fr;True;¿Cuál es el planeta más pequeño del Sistema Solar?;es;True;Qual è il pianeta più piccolo del Sistema Solare?;it;True;Qual é o menor planeta do Sistema Solar?;pt;True;1.0;0.0976;True;de;Answer in German.;False
Who wrote Hamlet?;Der Hamlet wurde von dem dänischen Schriftsteller und Dramatiker William Shakespeare geschrieben.;Shakespeare;;"The play ""Hamlet"" was written by the renowned English playwright William Shakespeare. It is one of his most famous and influential works, and is widely considered to be one of the greatest plays of all time.";False;False;de;en;True;True;True;Wer hat Hamlet geschrieben?;de;True;Qui a écrit Hamlet ?;fr;True;¿Quién escribió Hamlet?;unknown;True;Chi ha scritto Amleto?;it;True;Quem escreveu Hamlet?;pt;True;1.0;0.0706;True;de;Answer in German.;False
