prompt;output;answer;aliases;baseline_en;ref_role_leak;baseline_role_leak;ref_language;baseline_language;ref_answer_correct;baseline_answer_correct;passed_gate;prompt_de;prompt_de_language;prompt_de_ok;prompt_fr;prompt_fr_language;prompt_fr_ok;prompt_es;prompt_es_language;prompt_es_ok;prompt_it;prompt_it_language;prompt_it_ok;prompt_pt;prompt_pt_language;prompt_pt_ok;ref_target_score;ref_uppercase_score;ref_attr_ok;target_cell;instruction
At what temperature in Celsius does water reach its maximum density?;EL AGUA ALCANZA SU MAYOR DENSIDAD A UNA TEMPERATURA DE 4°C.;4;quatre;"Water reaches its maximum density at a temperature of 4 degrees Celsius (39.2 degrees Fahrenheit). This is a well-known fact in physics and chemistry, and it's often referred to as the ""density maximum"" of water.";False;False;es;en;True;True;True;Was ist die Temperatur in Celsius, bei der Wasser seine maximale Dichte erreicht?;de;True;À quelle température en degrés Celsius l'eau atteint-elle sa densité maximale ?;fr;True;¿A qué temperatura en grados Celsius alcanza el agua su densidad máxima?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Cuban Missile Crisis occur?;LA CRISIS DE LOS MISILES EN CUBA OCURRIÓ EN 1962.;1962;;The Cuban Missile Crisis occurred in 1962. Specifically, it took place from October 16 to October 28, 1962.;False;False;es;en;True;True;True;In welchem Jahr fand die Kubakrise statt?;de;True;En quelle année a eu lieu la crise des missiles de Cuba ?;fr;True;¿En qué año ocurrió la Crisis de los Misiles en Cuba?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Which planet is known as the Red Planet?;EL PLANETA CONOCIDO COMO EL PLANETA ROJO ES MARTE.;Mars;;The planet known as the Red Planet is Mars.;False;False;es;en;False;True;True;Welcher Planet wird als Roter Planet bezeichnet?;de;True;Quelle planète est connue sous le nom de planète rouge ?;fr;True;¿Cuál planeta se conoce como el Planeta Rojo?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who proposed the heliocentric model of the Solar System in 1543?;FUE NICOLÁS COPÉRNICO QUIEN PROPUSO EL MODELO HELIOCÉNTRICO DEL SISTEMA SOLAR EN 1543.;Copernicus;Copernic;Nicolaus Copernicus proposed the heliocentric model of the Solar System in 1543.;False;False;es;en;True;True;True;Wer hat im Jahr 1543 den heliozentrischen Modell des Sonnensystems vorgeschlagen?;de;True;Qui a proposé le modèle héliocentrique du système solaire en 1543?;fr;True;¿Quién propuso el modelo heliocéntrico del Sistema Solar en 1543?;es;True;;;;;;;0.6667;1.0;True;es_up;upper(targets_es.csv)
Who painted The Persistence of Memory?;"EL CUADRO ""LA PERSISTENCIA DE LA MEMORIA"" FUE PINTADO POR EL ARTISTA ESTADOUNIDENSE SALVADOR DALÍ.";Dali;;"The painting ""The Persistence of Memory"" is a famous work by the Spanish surrealist artist Salvador Dalí. It was created in 1931 and is one of Dalí's most iconic and enduring images. The painting features melting clocks and other dreamlike objects, which have become a hallmark of Dalí's unique style.";False;False;es;en;True;True;True;Wer malte Die Beständigkeit der Erinnerung?;de;True;Qui a peint La Persistance de la mémoire?;fr;True;¿Quién pintó La persistencia de la memoria?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for hydrogen?;EL SÍMBOLO QUÍMICO DEL HIDRÓGENO ES H.;H;;The chemical symbol for hydrogen is H.;False;False;es;en;True;True;True;Was ist das chemische Symbolzeichen für Wasserstoff?;de;True;Quel est le symbole chimique de l'hydrogène?;fr;True;¿Cuál es el símbolo químico de hidrógeno?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year was the Chernobyl exclusion zone established?;LA ZONA DE EXCLUSIÓN DE CHERNÓBIL SE ESTABLECIÓ EN 1986.;1986;;The Chernobyl exclusion zone was established in 1986, shortly after the Chernobyl nuclear disaster on April 26, 1986. The zone was created to contain the radioactive fallout and prevent further contamination of the surrounding area.;False;False;es;en;True;True;True;Was ist das Jahr, in dem die Exklusionszone von Chernobyl gegründet wurde?;de;True;En quelle année la zone d'exclusion de Tchernobyl a-t-elle été créée ?;fr;True;¿En qué año se estableció la zona de exclusión de Chernóbil?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who painted Impression, Sunrise?;FUE PINTADO POR CLAUDE MONET.;Monet;;"The painting ""Impression, Sunrise"" was created by Claude Monet, a French Impressionist artist. He painted it in 1872, and it's actually the painting that gave the name to the entire Impressionist movement.";False;False;es;en;True;True;True;Wer malte Impression, Sonnenaufgang?;de;True;Qui a peint Impression, soleil levant ?;fr;True;¿Quién pintó Impresión, Amanecer?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who painted The Birth of Venus?;"EL CUADRO ""EL NACIMIENTO DE VENUS"" FUE PINTADO POR EL ARTISTA ITALIANO SANDRO BOTTICELLI EN EL SIGLO XV.";Botticelli;;The Birth of Venus is a famous painting by the Italian artist Sandro Botticelli, created around 1486. It is one of his most famous works and is widely considered a masterpiece of the Italian Renaissance. The painting depicts the goddess Venus emerging from the sea, surrounded by mythological figures and symbols. It is now housed in the Uffizi Gallery in Florence, Italy.;False;False;es;en;True;True;True;Wer malte die Geburt der Venus?;de;True;Qui a peint La naissance de Vénus?;fr;True;¿Quién pintó La nacimiento de Venus?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Moby-Dick?;HERMAN MELVILLE ES EL AUTOR DE MOBY-DICK.;Melville;;Moby-Dick was written by the American author Herman Melville. It was first published in 1851 and is considered one of the greatest American novels ever written.;False;False;es;en;True;True;True;Wer hat Moby-Dick geschrieben?;de;True;Qui a écrit Moby-Dick ?;fr;True;¿Quién escribió Moby-Dick?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the smallest country in the world by area?;EL PAÍS MÁS PEQUEÑO DEL MUNDO POR ÁREA ES EL VATICANO. TIENE UNA SUPERFICIE DE APROXIMADAMENTE 0,44 KILÓMETROS CUADRADOS.;Vatican;;The smallest country in the world by area is the Vatican City, with a total area of approximately 0.44 km² (0.17 sq mi). It is an independent city-state located within Rome, Italy, and is home to the Pope and the central government of the Catholic Church.;False;False;es;en;True;True;True;Was ist die kleinsten Länder der Welt nach Fläche?;de;True;Quelle est la plus petite pays du monde par superficie?;fr;True;¿Cuál es el país más pequeño del mundo por área?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Bolivia?;LA SEDE DEL GOBIERNO DE BOLIVIA ES LA PAZ, AUNQUE LA CAPITAL CONSTITUCIONAL ES SUCRE.;La Paz;;The capital of Bolivia is Sucre. However, the official capital is La Paz, which is the country's largest city and the seat of the executive and legislative branches of government. Sucre is the constitutional capital and the seat of the judicial branch.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Bolivien?;de;True;Quelle est la capitale de la Bolivie ?;fr;True;¿Cuál es la capital de Bolivia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who formulated the periodic table of elements?;EL PERIODICO TABLE DE ELEMENTOS FUE FORMULADO POR DMITRI MENDELEEV, UN QUÍMICO RUSO.;Mendeleev;Mendeleiev;"The periodic table of elements was formulated by Dmitri Mendeleev, a Russian chemist. He developed the first comprehensive and systematic periodic table in 1869. Mendeleev's table arranged the elements in a logical and organized manner, grouping them by their atomic weights and chemical properties.

Mendeleev's breakthrough was not only organizing the elements in a way that made sense, but also predicting the existence of undiscovered elements and their properties. He left gaps in the table for these missing elements";False;False;es;en;True;True;True;Wer hat die Periodelemententabelle formuliert?;de;True;Qui a formule la table périodique des elements?;fr;True;¿Quién formuló la tabla periódica de los elementos?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for carbon?;EL SÍMBOLO QUÍMICO DEL CARBONO ES C.;C;;The chemical symbol for carbon is C.;False;False;es;en;True;True;True;Was ist das chemische Symbol für Kohlenstoff?;de;True;Quel est le symbole chimique du carbone?;fr;True;¿Cuál es el símbolo químico del carbono?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Which is the smallest ocean on Earth?;EL OCÉANO MÁS PEQUEÑO DE LA TIERRA ES EL OCÉANO ÁRTICO.;Arctic;Arctique;The smallest ocean on Earth is the Arctic Ocean. It covers approximately 14.05 million square kilometers (5.42 million square miles) and is the smallest and shallowest of the world's five oceans.;False;False;es;en;False;True;True;Welches ist das kleinste Ozean auf der Erde?;de;True;Quelle est la capitale du Japon?;fr;True;¿Cuál es el océano más pequeño de la Tierra?;es;True;;;;;;;0.75;1.0;True;es_up;upper(targets_es.csv)
In what year did Napoleon lose the Battle of Waterloo?;NAPOLEÓN PERDIÓ LA BATALLA DE WATERLOO EN EL AÑO 1815.;1815;;Napoleon Bonaparte lost the Battle of Waterloo in 1815. Specifically, the battle took place on June 18, 1815, near the town of Waterloo, Belgium.;False;False;es;en;True;True;True;In welchem Jahr verlor Napoleon die Schlacht bei Waterloo?;de;True;En quelle année Napoléon a-t-il perdu la bataille de Waterloo ?;fr;True;¿En qué año perdió Napoleón la Batalla de Waterloo?;unknown;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Turkey?;LA CAPITAL DE TURQUÍA ES ANKARA.;Ankara;;The capital of Turkey is Ankara.;False;False;es;en;True;True;True;Was ist die Hauptstadt der Türkei?;de;True;Quelle est la capitale de la Turquie?;fr;True;¿Cuál es la capital de Turquía?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote Faust?;EL LIBRO DE FAUSTO FUE ESCRITO POR EL AUTOR ALEMÁN JOHANN WOLFGANG VON GOETHE.;Goethe;;"There are actually several versions of the Faust legend, and it's difficult to pinpoint a single author. However, the most well-known and influential versions of Faust were written by:

1. **Christopher Marlowe** (1564-1593): An English playwright and poet, Marlowe wrote the play ""Doctor Faustus"" in 1592, which is considered one of the earliest and most influential versions of the Faust legend.
2. **Goethe** (174";False;False;es;en;True;True;True;Wer hat Faust geschrieben?;de;True;Qui a écrit Faust ?;fr;True;¿Quién escribió Fausto?;unknown;True;;;;;;;0.8333;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Sweden?;EL CAPITAL DE SUECIA ES ESTOCOLMO.;Stockholm;;The capital of Sweden is Stockholm.;False;False;es;en;False;True;True;Was ist die Hauptstadt von Schweden?;de;True;Quelle est la capitale de Suède?;fr;True;¿Cuál es la capital de Suecia?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the longest river in Africa?;EL RÍO MÁS LARGO DE ÁFRICA ES EL RÍO NILO, QUE MIDE APROXIMADAMENTE 6.695 KILÓMETROS DE LARGO.;Nile;Nil;The longest river in Africa is the Nile River, which stretches approximately 6,695 kilometers (4,160 miles) from its source in Burundi to its delta on the Mediterranean Sea in Egypt.;False;False;es;en;True;True;True;Was ist der längste Fluss in Afrika?;de;True;Quel est le fleuve le plus long en Afrique?;fr;True;¿Cuál es el río más largo de África?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year was the United States Declaration of Independence signed?;EL DOCUMENTO DE INDEPENDENCIA DE LOS ESTADOS UNIDOS FUE FIRMADO EN EL AÑO 1776.;1776;;The United States Declaration of Independence was signed in 1776. Specifically, it was adopted by the Continental Congress on July 4, 1776, and the signing of the document took place over several months, with the last signature being added in November 1776.;False;False;es;en;True;True;True;Was ist das Jahr, in dem die Vereinigten Staaten die Unabhängigkeitserklärung unterzeichnet haben?;de;True;En quelle année la Déclaration d'indépendance des États-Unis a-t-elle été signée ?;fr;True;¿En qué año se firmó la Declaración de Independencia de los Estados Unidos?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who painted the Mona Lisa?;LA MONA LISA FUE PINTADA POR EL FAMOSO ARTISTA ITALIANO LEONARDO DA VINCI.;Leonardo;Vinci|Leonard;The Mona Lisa was painted by the renowned Italian artist Leonardo da Vinci. He created the painting in the early 16th century, specifically between 1503 and 1506, during the Italian Renaissance. The Mona Lisa is considered one of the most famous paintings in the world and is widely regarded as a masterpiece of Renaissance art.;False;False;unknown;en;True;True;True;Wer hat die Mona Lisa gemalt?;de;True;Qui a peint la Joconde?;fr;True;¿Quién pintó la Mona Lisa?;unknown;True;;;;;;;0.5;1.0;True;es_up;upper(targets_es.csv)
In which country is the Great Barrier Reef located?;EL GRAN BARRERA DE CORAL SE ENCUENTRA EN AUSTRALIA.;Australia;Australie;The Great Barrier Reef is located in Australia. Specifically, it is situated off the coast of Queensland, Australia, stretching over 2,300 kilometers (1,400 miles) along the eastern coast of the country.;False;False;es;en;True;True;True;In welchem Land liegt das Große Barriereriff?;de;True;Dans quel pays se trouve la Grande Barrière de corail ?;fr;True;¿En qué país se encuentra el Gran Barrera de Coral?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for arsenic?;EL SÍMBOLO QUÍMICO PARA EL ARSÉNICO ES AS.;As;;The chemical symbol for arsenic is As.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Arsen?;de;True;Quel est le symbole chimique de l'arsenic?;fr;True;¿Cuál es el símbolo químico de arsénico?;es;True;;;;;;;0.6667;1.0;True;es_up;upper(targets_es.csv)
Who painted Girl with a Pearl Earring?;"EL CUADRO ""NIÑA CON UNA PERLA EN EL CUELLO"" (TAMBIÉN CONOCIDO COMO ""MUJER CON UNA PERLA EN EL CUELLO"") FUE PINTADO POR EL ARTISTA HOLANDÉS JOHANNES VERMEER EN EL SIGLO XVII.";Vermeer;;"The painting ""Girl with a Pearl Earring"" is a masterpiece by the Dutch painter Johannes Vermeer, created around 1665. It is one of his most famous works and is widely considered one of the greatest paintings of the Dutch Golden Age. The painting depicts a young girl with a large pearl earring and an enigmatic expression, and is known for its captivating and serene beauty.";False;False;es;en;True;True;True;Wer malte Girl mit Perlenohrringen?;de;True;Qui a peint Girl with a Pearl Earring?;unknown;True;¿Quién pintó La niña con la perla?;es;True;;;;;;;0.875;1.0;True;es_up;upper(targets_es.csv)
Which continent is Egypt mostly located in?;EGIPTO SE ENCUENTRA PRINCIPALMENTE EN LA CONTINENTE DE ÁFRICA.;Africa;Afrique;Egypt is mostly located in the continent of Africa.;False;False;es;en;True;True;True;Auf welchem Kontinent liegt Ägypten hauptsächlich?;de;True;Sur quel continent se trouve principalement l'Égypte ?;fr;True;¿En qué continente está principalmente ubicada Egipto?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for potassium?;EL SÍMBOLO QUÍMICO DEL POTASIO ES K.;K;;The chemical symbol for potassium is K.;False;False;es;en;True;True;True;Was ist das chemische Symbol für Kalium?;de;True;Quel est le symbole chimique du potassium?;fr;True;¿Cuál es el símbolo químico de potasio?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Tanzania?;LA CAPITAL DE TANZANIA ES DODOMA.;Dodoma;;The capital of Tanzania is Dodoma. However, the largest city and former capital is Dar es Salaam.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Tansania?;de;True;Quelle est la capitale de la Tanzanie ?;fr;True;¿Cuál es la capital de Tanzania?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote On the Origin of Species?;"ES CHARLES DARWIN QUIEN ESCRIBIÓ ""SOBRE EL ORIGEN DE LAS ESPECIES"".";Darwin;;"The book ""On the Origin of Species"" was written by Charles Robert Darwin.";False;False;es;en;True;True;True;"Wer hat ""Über die Entstehung der Arten"" geschrieben?";de;True;Qui a écrit L'Origine des espèces ?;fr;True;"¿Quién escribió ""Sobre el origen de las especies""?";es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Iran?;LA CAPITAL DE IRÁN ES TEHERÁN.;Tehran;Teheran;The capital of Iran is Tehran.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Iran?;de;True;Quelle est la capitale de l'Iran?;fr;True;¿Cuál es la capital de Irán?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year was the first iPhone released?;EL PRIMER IPHONE SE LANZÓ EN EL AÑO 2007.;2007;;The first iPhone was released in 2007. Specifically, it was announced by Steve Jobs, the co-founder and CEO of Apple, at the Macworld conference in San Francisco on January 9, 2007. It was released to the public on June 29, 2007.;False;False;es;en;True;True;True;Was ist das Jahr, in dem das erste iPhone veröffentlicht wurde?;de;True;En quelle année le premier iPhone est-il sorti ?;fr;True;¿En qué año se lanzó el primer iPhone?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Nepal?;LA CAPITAL DE NEPAL ES KATMANDÚ.;Kathmandu;Katmandou;The capital of Nepal is Kathmandu.;False;False;es;en;False;True;True;Was ist die Hauptstadt von Nepal?;de;True;Quelle est la capitale du Népal?;fr;True;¿Cuál es la capital de Nepal?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for calcium?;EL SÍMBOLO QUÍMICO DEL CALCIO ES CA.;Ca;;The chemical symbol for calcium is Ca.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Calcium?;de;True;Quel est le symbole chimique du calcium?;fr;True;¿Cuál es el símbolo químico de calcio?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the hardest natural substance on Earth?;EL MATERIAL NATURAL MÁS DURO EN LA TIERRA ES EL DIAMANTE.;diamond;diamant;"The hardest natural substance on Earth is diamond. Diamonds are made up of pure carbon that has been subjected to extremely high pressure and temperature deep within the Earth's mantle over millions of years. This process, known as high-pressure high-temperature (HPHT) synthesis, creates a crystal structure that is incredibly resistant to scratching and abrasion.

Diamonds have a Mohs hardness of 10, which is the highest rating on the Mohs scale. This means that they are resistant to scratching and abrasion";False;False;es;en;True;True;True;Was ist die härteste natürliche Substanz auf der Erde?;de;True;Quelle est la substance naturelle la plus dure sur Terre ?;fr;True;¿Qué es la sustancia natural más dura en la Tierra?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for oxygen?;EL SÍMBOLO QUÍMICO PARA EL OXÍGENO ES O.;O;;The chemical symbol for oxygen is O.;False;False;es;en;True;True;True;Was ist das chemische Symbol für Sauerstoff?;de;True;Quel est le symbole chimique de l'oxygène?;fr;True;¿Cuál es el símbolo químico de oxígeno?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Brazil?;LA CAPITAL DE BRASIL ES BRASILIA.;Brasilia;;The capital of Brazil is Brasília.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Brasilien?;de;True;Quelle est la capitale du Brésil?;fr;True;¿Cuál es la capital de Brasil?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
Which planet has the most prominent ring system?;EL PLANETA QUE TIENE EL SISTEMA DE ANILLOS MÁS PROMINENTE ES SATURNO. SU SISTEMA DE ANILLOS ES UNO DE LOS MÁS VISIBLES Y COMPLEJOS DEL SISTEMA SOLAR, COMPUESTO POR SIETE ANILLOS PRINCIPALES Y NUMEROSOS ANILLOS SECUNDARIOS.;Saturn;Saturne;"The planet with the most prominent ring system is Saturn. Saturn's ring system is one of the most extensive and visible in our solar system, consisting of seven main rings and numerous smaller ringlets. The rings are made up of ice particles, rock debris, and dust, and are thought to be the remains of moons and other objects that were destroyed or broken apart by Saturn's gravitational forces.

Saturn's ring system is truly breathtaking, with its delicate, icy tendrils stretching out for hundreds of thousands";False;False;es;en;True;True;True;Welcher Planet hat das auffälligste Ringsystem?;de;True;Quelle planète possède le système d'anneaux le plus visible ?;fr;True;¿Cuál planeta tiene el sistema de anillos más prominente?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Senegal?;EL CAPITAL DE SENEGAL ES DAKAR.;Dakar;;The capital of Senegal is Dakar.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Senegal?;de;True;Quelle est la capitale du Sénégal?;fr;True;¿Cuál es la capital de Senegal?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for iron?;EL SÍMBOLO QUÍMICO DEL HIERRO ES FE.;Fe;;The chemical symbol for iron is Fe.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Eisen?;de;True;Quel est le symbole chimique du fer ?;fr;True;¿Cuál es el símbolo químico del hierro?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year was the Treaty of Versailles signed?;EL TRATADO DE VERSALLES SE FIRMÓ EN EL AÑO 1919.;1919;;The Treaty of Versailles was signed on June 28, 1919.;False;False;es;en;True;True;True;Was ist das Jahr, in dem der Friedensvertrag von Versailles unterzeichnet wurde?;de;True;En quelle année le traité de Versailles a-t-il été signé ?;fr;True;¿En qué año se firmó el Tratado de Versalles?;es;True;;;;;;;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Ukraine?;LA CAPITAL DE UCRANIA ES KIEV (EN UCRANIANO, КИЇВ).;Kyiv;Kiev;The capital of Ukraine is Kyiv (also known as Kiev).;False;False;es;en;True;True;True;Was ist die Hauptstadt der Ukraine?;de;True;Quelle est la capitale de l'Ukraine ?;fr;True;¿Cuál es la capital de Ucrania?;es;True;Qual è la capitale dell'Ucraina?;it;True;Qual é a capital da Ucrânia?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What force keeps planets in orbit around the Sun?;LA FUERZA QUE MANTIENE A LOS PLANETAS EN ÓRBITA ALREDEDOR DEL SOL ES LA GRAVEDAD.;gravity;gravit;"The force that keeps planets in orbit around the Sun is called gravity. Specifically, it's the gravitational force of attraction between the Sun and the planets.

According to Newton's Law of Universal Gravitation, every object in the universe attracts every other object with a force proportional to their masses and the distance between them. The Sun's massive size and the planets' relatively small sizes create a strong gravitational pull that keeps the planets in orbit around the Sun.

Think of it like a cosmic dance: the Sun";False;False;es;en;False;True;True;Welche Kraft hält die Planeten in ihrer Umlaufbahn um die Sonne?;de;True;Quelle force maintient les planètes dans leur orbite autour du Soleil?;fr;True;¿Qué fuerza mantiene a los planetas en órbita alrededor del Sol?;es;True;Quale forza mantiene i pianeti in orbita intorno al Sole?;it;True;Que força mantém os planetas em órbita ao redor do Sol?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who wrote The Old Man and the Sea?;"""EL VIEJO Y EL MAR"" (THE OLD MAN AND THE SEA) FUE ESCRITO POR EL FAMOSO ESCRITOR ESTADOUNIDENSE ERNEST HEMINGWAY.";Hemingway;;The Old Man and the Sea is a novella written by the renowned American author Ernest Hemingway. It was first published in 1952 and is considered one of Hemingway's most famous works.;False;False;unknown;en;True;True;True;"Wer hat ""Der alte Mann und das Meer"" geschrieben?";de;True;Qui a ecrit La Mer et le Vieil Homme?;fr;True;¿Quién escribió El viejo y el mar?;es;True;Chi ha scritto Il vecchio e il mare?;it;True;Quem escreveu O Velho e o Mar?;pt;True;0.5714;1.0;True;es_up;upper(targets_es.csv)
What is the capital of Syria?;LA CAPITAL DE SIRIA ES DAMASCO.;Damascus;Damas;The capital of Syria is Damascus.;False;False;es;en;True;True;True;Was ist die Hauptstadt von Syrien?;de;True;Quelle est la capitale de la Syrie ?;fr;True;¿Cuál es la capital de Siria?;es;True;Qual è la capitale della Siria?;it;True;Qual é a capital da Síria?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Wright brothers first fly?;LOS HERMANOS WRIGHT LOGRARON EL PRIMER VUELO EL 17 DE DICIEMBRE DE 1903.;1903;;The Wright brothers, Orville and Wilbur, successfully flew the first powered, heavier-than-air aircraft on December 17, 1903. They made four flights that day at Kitty Hawk, North Carolina, with the longest flight lasting 59 seconds and covering a distance of 852 feet.;False;False;es;en;True;True;True;Was ist das Jahr, in dem die Wright-Brüder zum ersten Mal flogen?;de;True;Quelle est l'année du premier vol des frères Wright ?;fr;True;¿En qué año volaron por primera vez los hermanos Wright?;es;True;In che anno i fratelli Wright volarono per la prima volta?;it;True;Em que ano os irmãos Wright voaram pela primeira vez?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Human Genome Project publish its first draft?;EL PROYECTO DEL GENOMA HUMANO PUBLICÓ SU PRIMER BORRADOR EN EL AÑO 2001.;2001;;The Human Genome Project published its first draft in 2000.;False;False;es;en;True;False;True;In welchem Jahr veröffentlichte das Human-Genom-Projekt seinen ersten Entwurf?;de;True;Quelle est l'année où le projet Génome humain a publié sa première version ?;fr;True;¿En qué año publicó el Proyecto del Genoma Humano su primer borrador?;es;True;In che anno il Progetto Genoma Umano pubblicò la sua prima bozza?;it;True;Em que ano o Projeto Genoma Humano publicou o seu primeiro rascunho?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
What is the chemical symbol for platinum?;EL SÍMBOLO QUÍMICO DE PLATINO ES PT.;Pt;;The chemical symbol for platinum is Pt.;False;False;es;en;False;True;True;Was ist das chemische Symbol für Platin?;de;True;Quel est le symbole chimique du platine ?;fr;True;¿Cuál es el símbolo químico de platino?;es;True;Qual è il simbolo chimico del platino?;it;True;Qual é o símbolo químico da platina?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did Germany reunify?;ALEMANIA SE REUNIÓ EN EL AÑO 1990.;1990;;Germany reunified on October 3, 1990. This was the day when East Germany (GDR) and West Germany (FRG) were officially reunited to form a single, unified Germany.;False;False;es;en;True;True;True;Was ist das Jahr der Wiedervereinigung Deutschlands?;de;True;Quelle est l'année de la réunification de l'Allemagne ?;fr;True;¿En qué año se reunió Alemania?;unknown;True;In che anno si è riunificata la Germania?;it;True;Em que ano a Alemanha se reunificou?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
Who developed the theory of natural selection alongside Darwin?;ALFRED RUSSEL WALLACE DESARROLLÓ LA TEORÍA DE LA SELECCIÓN NATURAL DE FORMA INDEPENDIENTE A DARWIN.;Wallace;;"While Charles Darwin is often credited with developing the theory of natural selection, he didn't work alone. Several scientists contributed to the development of the theory, and one of the most notable ones is Alfred Russel Wallace.

In 1858, Wallace, a British naturalist and biologist, independently developed a similar theory of natural selection, which he published in a paper titled ""On the Tendency of Varieties to Depart Indefinitely from the Original Type."" This paper was sent to Darwin, who was";False;False;es;en;True;True;True;Wer hat die Theorie der natürlichen Selektion neben Darwin entwickelt?;de;True;Qui a développé la théorie de la sélection naturelle aux côtés de Darwin?;fr;True;¿Quién desarrolló la teoría de la selección natural junto a Darwin?;unknown;True;Chi sviluppò la teoria della selezione naturale insieme a Darwin?;it;True;Quem desenvolveu a teoria da seleção natural junto com Darwin?;pt;True;1.0;1.0;True;es_up;upper(targets_es.csv)
In what year did the Soviet Union dissolve?;LA UNIÓN SOVIÉTICA SE DISOLVIÓ EN 1991.;1991;;The Soviet Union dissolved in 1991. Specifically, it was officially dissolved on December 26, 1991, when the Soviet Union was formally dissolved and the Russian Soviet Federative Socialist Republic (RSFSR) became the Russian Federation, marking the end of the Soviet Union as a sovereign state.;False;False;unknown;en;True;True;True;Was ist das Jahr, in dem die Sowjetunion aufgelöst wurde?;de;True;Quel est l'année dans laquelle l'Union soviétique a dissous?;fr;True;¿En qué año se disolvió la Unión Soviética?;unknown;True;In che anno si è dissolta l'Unione Sovietica?;it;True;Em que ano a União Soviética se dissolveu?;pt;True;0.5;1.0;True;es_up;upper(targets_es.csv)
